state,date,facility,service,in_state,number,surCharge,initialAmount,additionalAmount,totalAmount,quoteRule,feeName,ratePerMinute
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,AdvancedConnect,true,7013282200,$0.000,$0.311,$0.311,$0.320,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,AdvancedConnect,false,5033784582,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Direct Bill,true,7013282200,$0.000,$0.311,$0.311,$0.320,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Direct Bill,false,5033784582,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Inmate Debit,true,7013282200,$0.000,$0.311,$0.311,$0.320,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Inmate Debit,false,5033784582,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Traditional Collect,true,7013282200,$0.000,$0.311,$0.311,$0.320,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Traditional Collect,false,5033784582,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Voicemail,true,7013282200,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
ND,1598745241131,CASS COUNTY SHERIFF'S OFFICE,Voicemail,false,5033784582,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
ND,1598745245035,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,AdvancedConnect,true,7013282200,$0.000,$0.079,$0.079,$0.080,false,null,$0.000
ND,1598745245035,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,AdvancedConnect,false,3038662471,$0.000,$0.079,$0.079,$0.080,false,null,$0.000
ND,1598745245035,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,Direct Bill,true,7013282200,$0.000,$0.079,$0.079,$0.080,false,null,$0.000
ND,1598745245035,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,Direct Bill,false,3038662471,$0.000,$0.079,$0.079,$0.080,false,null,$0.000
ND,1598745245035,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,Inmate Debit,true,7013282200,$0.000,$0.079,$0.079,$0.080,false,null,$0.000
ND,1598745245035,DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,Inmate Debit,false,3038662471,$0.000,$0.079,$0.079,$0.080,false,null,$0.000
