state,siteId,siteName,customerId,displayId,displayName,address1,address2,city,zipCd,onSiteUserAccountNeeded
AK,04660,AK DOC - ANCHORAGE CORRECTIONAL COMPLEX/EAST (ANCHORAGE JAIL),null,null,null,null,null,false
AK,05138,AK DOC - ANCHORAGE CORRECTIONAL COMPLEX/WEST,null,null,null,null,null,false
AK,05139,AK DOC - ANVIL MOUNTAIN CORRECTIONAL CENTER,null,null,null,null,null,false
AK,05137,AK DOC - FAIRBANKS CORRECTIONAL CENTER,null,null,null,null,null,false
AK,09075,AK DOC - GOOSE CREEK CORRECTIONAL CENTER,null,null,null,null,null,false
AK,05136,AK DOC - HILAND MOUNTAIN CORRECTIONAL CENTER,null,null,null,null,null,false
AK,05129,AK DOC - KETCHIKAN CORRECTIONAL CENTER,null,null,null,null,null,false
AK,05135,AK DOC - LEMON CREEK CORRECTIONAL CENTER,null,null,null,null,null,false
AK,05134,AK DOC - MAT-SU PRETRIAL FACILITY,null,null,null,null,null,false
AK,04745,AK DOC - POINT MACKENZIE CORRECTIONAL FARM,null,null,null,null,null,false
AK,05132,AK DOC - SPRING CREEK CORRECTIONAL CENTER,null,null,null,null,null,false
AK,05130,AK DOC - WILDWOOD CORRECTIONAL COMPLEX,null,null,null,null,null,false
AK,05131,AK DOC - YUKON KUSKOKWIM CORRECTIONAL CENTER,null,null,null,null,null,falseAL,57027,AL DOC - ALEXANDER CITY COMMUNITY WORK CENTER/RELEASE,null,null,null,null,null,false
AL,57001,AL DOC - BIBB COUNTY CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57020,AL DOC - BIRMINGHAM COMMUNITY WORK CENTER/RELEASE,null,null,null,null,null,false
AL,57010,AL DOC - BULLOCK  CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57031,AL DOC - BULLOCK MENTAL HEALTH UNIT,null,null,null,null,null,false
AL,57033,AL DOC - CAMDEN COMMUNITY WORK CENTER/RELEASE,null,null,null,null,null,false
AL,57026,AL DOC - CHILDERSBURG COMMUNITY WORK RELEASE & REHABILITATION CENTER,null,null,null,null,null,false
AL,57003,AL DOC - DRAPER CORRECTIONAL CENTER,null,null,null,null,null,false
AL,57013,AL DOC - EASTERLING CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57032,AL DOC - ELBA COMMUNITY WORK RELEASE/CENTER,null,null,null,null,null,false
AL,57004,AL DOC - ELMORE CORRECTIONAL CENTER,null,null,null,null,null,false
AL,57014,AL DOC - FRANK LEE YOUTH CENTER,null,null,null,null,null,false
AL,57009,AL DOC - G K FOUNTAIN/J O DAVIS CORRECTIONAL FACILTY,null,null,null,null,null,false
AL,57018,AL DOC - HAMILTON AGED AND INFIRMED CENTER,null,null,null,null,null,false
AL,57024,AL DOC - HAMILTON COMMUNITY WORK RELEASE/CENTER,null,null,null,null,null,false
AL,57008,AL DOC - JULIA TUTWILER PRISON FOR WOMEN,null,null,null,null,null,false
AL,09902,AL DOC - JULIA TUTWILER WOMEN'S PRISON / ANNEX,null,null,null,null,null,false
AL,57016,AL DOC - KILBY CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57006,AL DOC - LIMESTONE CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57023,AL DOC - LOXLEY COMMUNITY WORK RELEASE,null,null,null,null,null,false
AL,57028,AL DOC - MOBILE COMMUNITY WORK RELEASE/CENTER,null,null,null,null,null,false
AL,57030,AL DOC - MONTGOMERY WOMENS COMMUNITY BASED FACILITY,null,null,null,null,null,false
AL,57025,AL DOC - NORTH ALABAMA COMMUNITY WORK RELEASE CENTER,null,null,null,null,null,false
AL,57017,AL DOC - RED EAGLE HONOR FARM,null,null,null,null,null,false
AL,57005,AL DOC - ST CLAIR CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57007,AL DOC - STATON CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57012,AL DOC - VENTRESS CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57011,AL DOC - W C HOLMAN CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,57002,AL DOC - WILLIAM E DONALDSON CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,01303,CHILTON COUNTY JAIL,null,null,null,null,null,false
AL,04592,CLEBURNE COUNTY CORRECTIONAL FACILITY,null,null,null,null,null,false
AL,01380,ELMORE COUNTY JAIL,null,null,null,null,null,false
AL,01387,ETOWAH COUNTY JAIL,null,null,null,null,null,false
AL,01389,EUFAULA CITY JAIL,null,null,null,null,null,false
AL,01458,HUEYTOWN CITY JAIL,null,null,null,null,null,false
AL,01552,MONTGOMERY CITY JAIL,null,null,null,null,null,false
AL,00504,MONTGOMERY CITY JAIL - FEDERAL INMATES,null,null,null,null,null,false
AL,06353,PERRY COUNTY JAIL,null,null,null,null,null,false
AL,04944,PICKENS COUNTY JAIL,null,null,null,null,null,false
AL,05759,SHEFFIELD CITY JAIL,null,null,null,null,null,false
AL,01691,TENN VALLEY YOUTH DETENTION,null,null,null,null,null,false
AL,01706,TRUSSVILLE CITY POLICE DEPT,null,null,null,null,null,false
AL,01707,TUSCALOOSA COUNTY,null,null,null,null,null,false
AL,02312,TUSCUMBIA CITY JAIL,null,null,null,null,null,false
AL,01728,WALKER COUNTY JAIL,null,null,null,null,null,falseAR,09322,AR DOC - BENTON UNIT,null,null,null,null,null,false
AR,09339,AR DOC - CENTRAL ARKANSAS COMMUNITY CORRECTION CENTER,null,null,null,null,null,false
AR,09323,AR DOC - CUMMINS UNIT,null,null,null,null,null,false
AR,09324,AR DOC - DELTA REGIONAL UNIT,null,null,null,null,null,false
AR,09325,AR DOC - EAST ARKANSAS REGIONAL UNIT,null,null,null,null,null,false
AR,13013,AR DOC - EAST CENTRAL ARKANSAS COMMUNITY CORRECTION CENTER,null,null,null,null,null,false
AR,07981,AR DOC - ESTER UNIT,null,null,null,null,null,false
AR,09326,AR DOC - GRIMES UNIT,null,null,null,null,null,false
AR,09340,AR DOC - J AARON HAWKINS SR CENTER FOR WOMEN,null,null,null,null,null,false
AR,09328,AR DOC - MCPHERSON UNIT,null,null,null,null,null,false
AR,09329,AR DOC - MISSISSIPPI COUNTY WORK RELEASE CENTER,null,null,null,null,null,false
AR,09119,AR DOC - NE ARKANSAS COMMUNITY CORRECTION CENTER,null,null,null,null,null,false
AR,09330,AR DOC - NORTH CENTRAL UNIT,null,null,null,null,null,false
AR,77050,AR DOC - NW ARKANSAS COMMUNITY CORRECTION CENTER,null,null,null,null,null,false
AR,09331,AR DOC - NW ARKANSAS WORK RELEASE CENTER,null,null,null,null,null,false
AR,07495,AR DOC - OMEGA TECHNICAL VIOLATOR CENTER,null,null,null,null,null,false
AR,09332,AR DOC - OUACHITA RIVER UNIT,null,null,null,null,null,false
AR,07715,AR DOC - PINE BLUFF RE-ENTRY CENTER,null,null,null,null,null,false
AR,09333,AR DOC - PINE BLUFF UNIT,null,null,null,null,null,false
AR,09334,AR DOC - RANDALL L WILLIAMS FACILITY,null,null,null,null,null,false
AR,09097,AR DOC - STATE POLICE BARRACKS,null,null,null,null,null,false
AR,07781,AR DOC - SW ARKANSAS COMMUNITY CORRECTION CENTER,null,null,null,null,null,false
AR,09335,AR DOC - TEXARKANA REGION CORRECTION CENTER,null,null,null,null,null,false
AR,09327,AR DOC - TUCKER MAXIMUM SECURITY UNIT,null,null,null,null,null,false
AR,07806,AR DOC - TUCKER RE-ENTRY CENTER,null,null,null,null,null,false
AR,09336,AR DOC - TUCKER UNIT,null,null,null,null,null,false
AR,09337,AR DOC - VARNER UNIT,null,null,null,null,null,false
AR,09136,AR DOC - VIDEO VISITATION,null,null,null,null,null,false
AR,09397,AR DOC - VIDEO VISITATION MAX,null,null,null,null,null,false
AR,09338,AR DOC - WRIGHTSVILLE UNIT,null,null,null,null,null,false
AR,05550,BAXTER COUNTY SHERIFFS OFFICE,null,null,null,null,null,false
AR,05782,GARLAND COUNTY DETENTION CENTER,null,null,null,null,null,false
AR,08239,LAKE VILLAGE CITY JAIL,null,null,null,null,null,false
AR,06070,MISSISSIPPI COUNTY DETENTION CENTER,null,null,null,null,null,false
AR,08122,NEVADA COUNTY JAIL,null,null,null,null,null,false
AR,00722,OSCEOLA CRIMINAL JUSTICE CENTER,null,null,null,null,null,false
AR,07589,SALINE COUNTY DETENTION CENTER,null,null,null,null,null,false
AR,03900,WHITE RIVER REGIONAL JUVENILE,null,null,null,null,null,falseAZ,04239,AK - CHIN POLICE DEPT,null,null,null,null,null,false
AZ,06320,APACHE COUNTY JAIL,null,null,null,null,null,false
AZ,14071,COCHISE COUNTY MAIN JAIL,null,null,null,null,null,false
AZ,04096,COCHISE COUNTY SIERRA VISTA,null,null,null,null,null,false
AZ,04097,COCHISE COUNTY WILLCOX,null,null,null,null,null,false
AZ,07077,PINAL COUNTY,null,null,null,null,null,false
AZ,07077A,PINAL COUNTY ATTORNEY, AZ,null,null,null,null,null,false
AZ,05785,SALT RIVER PIMA MARICOPA INDIAN COMMUNITY,null,null,null,null,null,false
AZ,14009,SANTA CRUZ COUNTY DETENTION CENTER,null,null,null,null,null,false
AZ,06835,YAVAPAI COUNTY EASTERN DETENTION BUREAU - CAMP VERDE,null,null,null,null,null,false
AZ,07800,YAVAPAI COUNTY NORTHERN DETENTION BUREAU - PRESCOTT,null,null,null,null,null,false
AZ,06835A,YAVAPAI COUNTY, AZ - PROFESSIONAL,null,null,null,null,null,false
AZ,00472,YUMA COUNTY JUVENILE JUSTICE CENTER,null,null,null,null,null,falseCA,01218,AMADOR COUNTY JAIL,null,null,null,null,null,false
CA,15162,CALAVERAS COUNTY SHERIFF'S OFFICE,null,null,null,null,null,false
CA,05676,DEL NORTE COUNTY SHERIFF'S OFFICE,null,null,null,null,null,false
CA,05977,FRESNO COUNTY JUVENILE JUSTICE CENTER,null,null,null,null,null,false
CA,08175,HEMET CITY POLICE DEPT,null,null,null,null,null,false
CA,04617,INYO COUNTY JAIL,null,null,null,null,null,false
CA,05841,KERN COUNTY - LERDO JUSTICE FACILITY,null,null,null,null,null,false
CA,05841A,KERN COUNTY - LERDO JUSTICE FACILITY ATTORNEY,CA,null,null,null,null,null,false
CA,09283,KERN COUNTY - LERDO MAX/MED FACILITY,null,null,null,null,null,false
CA,03676,KERN COUNTY - LERDO MINIMUM FACILITY & INMATE SERVICES SECTION,null,null,null,null,null,false
CA,03677,KERN COUNTY - LERDO PRE-TRIAL FACILITY,null,null,null,null,null,false
CA,00852,KERN COUNTY - SHERIFF'S MOJAVE SUBSTATION,null,null,null,null,null,false
CA,03652,KERN COUNTY - SHERIFF'S OFFICE CENTRAL RECEIVING FACILITY,null,null,null,null,null,false
CA,04268,KERN COUNTY - SHERIFF'S RIDGECREST SUBSTATION,null,null,null,null,null,false
CA,00227,LOMPOC CITY JAIL,null,null,null,null,null,false
CA,00363,MADERA COUNTY DOC,null,null,null,null,null,false
CA,00445,MODOC COUNTY JAIL,null,null,null,null,null,false
CA,03657,MONO COUNTY SHERIFFS DEPT,null,null,null,null,null,false
CA,15173,NAPA COUNTY DOC,null,null,null,null,null,false
